Problem Name	8.7.1	8.7.2	8.7.3	8.7.4	8.7.5	8.7.6	8.7.7	8.7.8
%(hint1c2-2)%	The expression will be the cost of hiring the band(500) + the cost of each additional person(10) times (people attending the party(100) + the number of people included in the party package(-3)).	The expression will be the initial donation(500000) + the additional donation they will make for each book(15000) * (the number of books she will write(12) + the number of books already written(5)).	The expression will be the cost of joining the club(20) + the cost of each additional movie(4.75) * (the number of movies(2) + the number of movies included in the membership(-2)).	The expression will be the amount you add in the third step(35) + the amount you multiply in the second step(4)*( the number of degrees(0) + the number of degrees you subtract in the first step(-15)).	"The total amount of money she budgets for her garden is the sum of two things: the cost of a bunch of pansies(7) TIMES the number of bunches of pansies she buys(3), PLUS the cost of a rose bush(30). Can you write the sum?"	"The total amount of money she makes is the sum of two things: the number of CDs she sells(12000) DIVIDED by the amount of money she makes per CD(4) PLUS the amount she gets as an advance sum(25,000)"	Total amount of money she budgets for the trip is the sum of two things: the cost of a ticket to an event(15) TIMES the number of events she attends(4) PLUS the cost of airfare and lodging(180). Can you write this sum?	Total number of cups of flour she needs is the sum of two things: the number of dozens of cookies she makes(2) TIMES the number of dozens of cookies she bakes(3) PLUS the number of cups of flour it takes to bake a birthday cake(5).
%(firstright)%	1470	755000	20	-25	51	28000	240	11
%(hint1c3-1)%	"To compute the total cost start with 100 people, and substract the number of people included in the party package (3)."	"To compute the total donation start with the number of books she writes(12), and add the number of books already written(5)."	"To comput the total cost of your trips to the movies, start with 2 movies and substract the number of movies included in the membership(2)."	"To compute the new temperature in B-degrees, start with 0 degrees, and subtract the number of degrees you substract in the first step(15)"	"You need to compute the total amount of money she budgets for her garden. This answer depends on: the cost of a bunch of pansies(7), the number of bunches of pansies she buys(3) AND the cost of a rose bush(30). Can you figure out the total amount of money she budgets for her garden from these numbers?"	"You need to compute the total amount of money she makes. This answer depends on two things: the number of CDs she sells(12000),  the amount of money she makes per CD(1/4) and  the amount she gets as an advance sum(25000). Can you figure out the total amount of money she makes on these numbers?"	"You need to compute total amount of money she budgets for the trip. This answer depends on: the cost of a ticket to an event(15), the number of events she attends(4), the cost of airfare and lodging(180). Can you figure out total amount of money she budgets for the trip from these numbers?"	"You need to compute total number of cups of flour she needs. This depends on: the number of dozens of cookies she makes(20), the number of dozens of cookies she bakes(3), and the number of cups of flour it takes to bake a birthday cake(5). Can you figure out the number of cups of flour she needs from these numbers?"
%(hint1c3-2)%	Multiply that by the cost of each additional person(10). 	Multiply that by the additional donation they will make for each book(15000).	Multiply that by the cost of each additional movie(4.75). 	Multiply that by the amount you multiply in the second step(4). 	The total amount of money she budgets for her garden is the cost of a bunch of pansies(7) TIMES the number of bunches of pansies she buys(3) PLUS the cost of a rose bush(30).	"The total amount of money she makes is the number of CDs she sells(12000) DIVIDED by the amount of money she makes per CD(4) PLUS the amount she gets as an advance sum(25,000)"	The total amount of money she budgets for the trip is the sum of two things: the cost of a ticket to an event(15) TIMES number of events she attends(4) PLUS the cost of airfare and lodging(180).	The total number of cups of flour she needs is the sum of two things: the number of dozens of cookies she makes(2) times the number of dozens of cookies she bakes(3) plus the number of cups of flour it takes to bake a birthday cake(5).
%(hint1c3-3)%	Then add the cost of hiring the band(500)	 Last add the initial donation(500000)	Last add the cost of joininig the club(20).	Last add the amount you add in the thir step(35)	The total amount of money she budgets for her garden equals to (3*7)+30	The total amount of money she makes is 12000/4+25000. 	The total amount of money she budgets for the trip is (4*15) + 180.	The total number of cups of flour she needs is (3*2)+5.
%(secondleft)%	125	15	6	32	6	52000	14	5
%(hint2c1-1)%	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 2, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"
%(hint2c1-2)%	A given value in this question represents people attending the party. Please type this given value into the correct place in the table.	A given value in this question represents the number of books she will write. Please type this given value into the correct place in the table.	A given value in this question represents the number of movies. Please type this given value into the correct place in the table.	A given value in this question represents the number of degrees. Please type this given value into the correct place in the table.	A given value in this question represents the number of bunches of pansies she buys. Please type this given value into the correct place in the table.	A given value in this question represents the number of CDs she sells. Please type this given value into the correct place in the table.	A given value in this question represents number of events she attend. Please type this given value into the correct place in the table.	A given value in this question represents number of dozens of cookies she bakes. Please type this given value into the correct place in the table.
%(secondmid)%	500+10*(125-3)	500000+15000*(15+5)	4.75*(6 -2)+20	4(32 -15)+35	(6*7)+30	52000/4+25000	(14*15)+180	(5*2)+5
%(hint2c2-1)%	Write an arithmetic expression that shows the cost of hiring the band and + the cost that depends on how many people are invited.	Write an arithmetic expression that shows the initial donation + the cost that depends on how many books she writes.	Write an arithmetic expression that shows the cost of joininig the club + the cost that depends on how many movies you see.	Write an arithmetic expression that shows the amount you addin the third step + the number that depends on the number of degrees Fahrenheit	Write a numercial expression that shows how to compute the total amount of money she budgets for her garden when the number of bunches of pansies she buys is 6.	Write a numerical expression that shows how to compute the total amount of money she makes when the number of CDs she sell is 52000.	Write a numerical expression that shows how to compute total amount of money she budgets for the trip when number of events she attends is 14.	Write a numerical expression that shows how to compute total number of cups of flour she needs when number of dozens of cookies she bakes is 5.
%(hint2c2-2)%	The expression will be the cost of hiring the band(500) + the cost of each additional person(10) times (people attending the party(125) + the number of people included in the party package(-3)).	The expression will be the initial donation(500000) + the additional donation they will make for each book(15000) * (the number of books she will write(15) + the number of books already written(5)).	The expression will be the cost of joining the club(20) + the cost of each additional movie(4.75) * (the number of movies(6) + the number of movies included in the membership(-2)).	The expression will be the amount you add in the third step(35) + the amount you multiply in the second step(4) times ( the number of degrees(32) + the number of degrees you subtract in the first step(-15)).	"The total amount of money she budgets for her garden is the sum of two things: the cost of a bunch of pansies(7) TIMES the number of bunches of pansies she buys(6), PLUS the cost of a rose bush(30). Can you write the sum?"	"The total amount of money she makes is the sum of two things: the number of CDs she sells(52000) DIVIDED by the amount of money she makes per CD(4) PLUS the amount she gets as an advance sum(25,000)"	Total amount of money she budgets for the trip is the sum of two things: the cost of a ticket to an event(15) TIMES the number of events she attends(14) PLUS the cost of airfare and lodging(180). Can you write this sum?	Total number of cups of flour she needs is the sum of two things: the number of dozens of cookies she makes(2) TIMES the number of dozens of cookies she bakes(5) PLUS the number of cups of flour it takes to bake a birthday cake(5).
%(secondright)%	1720	800000	39	103	72	38000	390	15
%(hint2c3-1)%	"To compute the total cost start with 125 people, and substract the number of people included in the party package (3)."	"To compute the total donation start with the number of books she writes(15), and add the number of books already written(5)."	"To comput the total cost of your trips to the movies, start with 6 movies and substract the number of movies included in the membership(2)."	"To compute the new temperature in B-degrees, start with 0 degrees, and subtract the number of degrees you substract in the first step(15)"	"You need to compute the total amount of money she budgets for her garden. This answer depends on: the cost of a bunch of pansies(7), the number of bunches of pansies she buys(6) AND the cost of a rose bush(30). Can you figure out the total amount of money she budgets for her garden from these numbers?"	"The total amount of money she makes depends on two things: the number of CDs she sells(52000),  the amount of money she makes per CD(1/4) and  the amount she gets as an advance sum(25000). Can you figure out the total amount of money she makes on these numbers?"	"You need to compute total amount of money she budgets for the trip. This answer depends on: the cost of a ticket to an event(15), the number of events she attends(14), the cost of airfare and lodging(180). Can you figure out total amount of money she budgets for the trip from these numbers?"	"You need to compute total number of cups of flour she needs. This depends on the number of dozens of cookies she makes(20), the number of dozens of cookies she bakes(5) and the number of cups of flour it takes to bake a birthday cake(5)."
%(hint2c3-2)%	Multiply that by the cost of each additional person(10). 	Multiply that by the additional donation they will make for each book(15000).	Multiply that by the cost of each additional movie(4.75). 	Multiply that by the amount you multiply in the second step(4). 	The total amount of money she budgets for her garden is the cost of a bunch of pansies(7) TIMES the number of bunches of pansies she buys(6) PLUS the cost of a rose bush(30).	"The total amount of money she makes is the number of CDs she sells(52000) DIVIDED by the amount of money she makes per CD(4) PLUS the amount she gets as an advance sum(25,000)"	The total amount of money she budgets for the trip is the sum of two things: the cost of a ticket to an event(15) TIMES number of events she attends(14) PLUS the cost of airfare and lodging(180).	The total number of cups of flour she needs is the sum of two things: the number of dozens of cookies she makes(2) times the number of dozens of cookies she bakes(5) plus the number of cups of flour it takes to bake a birthday cake(5).
%(hint2c3-3)%	Then add the cost of hiring the band(500).	Last add the initial donation(500000)	Last add the cost of joininig the club(20).	Last add the amount you add in the thir step(35).	The total amount of money she budgets for her garden equals to (6*7)+30	The total amount of money she makes is 52000/4+25000. 	The total amount of money she budgets for the trip is (14*15) + 180.	The total number of cups of flour she needs is (5*2)+5.
%(thirdleft)%	150	18	12	100	65	50000	480	13
%(hint3c1-1)%	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 3, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"
%(hint3c1-2)%	A given value in this question represents people attending the party. Please type this given value into the correct place in the table.	A given value in this question represents the number of books she will write. Please type this given value into the correct place in the table.	A given value in this question represents the number of movies. Please type this given value into the correct place in the table.	A given value in this question represents the number of degrees. Please type this given value into the correct place in the table.	A given value in this question represents the total amount of money she budgets for her garden. Pleas etype this given value into the correct place in the table.	A given value in this question represents the total amount of money she makes. Please tyep this given value into the correct place in the table.	A given value in this question represents total amount of money she budgets for the trip. Please type this given value into the correct place in the table.	A given value in this question represents total number of cups of flours she needs. Please type this given value into the correct place in the table.
%(thirdmid)%	500+10*(150-3)	500000+15000*(18+5)	4.75(12-2)+20	4(100-15)+35	(65-30)/7	(50000-25000)*4	(480-180)/15	(13-5)/2
%(hint3c2-1)%	Write an arithmetic expression that shows the cost of hiring the band and + the cost that depends on how many people are invited.	Write an arithmetic expression that shows the initial donation + the cost that depends on how many books she writes.	Write an arithmetic expression that shows the cost of joininig the club + the cost that depends on how many movies you see.	Write an arithmetic expression that shows the amount you addin the third step + the number that depends on the number of degrees Fahrenheit	Write a numercial expression that shows how to compute the number of bunches of pansies she buys when the total amount of money she budgets for her garden is 65.	Write a numerical expression that shows how to compute the number of CDs she sells when the total amount of money she makes is 50000	Write a numerical expression that shows how to compute number of events she attends when total amount of money she budgets for the trip is 480.	Please write a numerical expression that shows how to compute number of dozens of cookies she bakes when total number of cups of flour she needs is 13.
%(hint3c2-2)%	The expression will be the cost of hiring the band(500) + the cost of each additional person(10) * (people attending the party(150) + the number of people included in the party package(-3)).	The expression will be the initial donation(500000) + the additional donation they will make for each book(15000) * (the number of books she will write(18) + the number of books already written(5)).	The expression will be the cost of joining the club(20) + the cost of each additional movie(4.75) * (the number of movies(12) + the number of movies included in the membership(-2)).	The expression will be the amount you add in the third step(35) + the amount you multiply in the second step(4) * ( the number of degrees(100) + the number of degrees you subtract in the first step(-15)).	The number of bunches of pansies she buys is the quotient of two things: the amount of money she budgets for her garden(65) MINUS the cost of a rose bush(30) DIVIDED by the cost of a bunch of pansies(7)	The number of CDs she sells is the product of two things: the total amouney she makes(50000) MINUS the amount she gets as an advance sum(25000) TIMES the amount of money she makes per CD(4)	Number of events she attends is the quotient of two things: total amount of money she budgets for the trip(480) MINUS the cost of airfare and lodging(180) DIVIDED by the cost of a ticket to an event(15).	Number of dozens of cookies she bakes is the quotient of two things: total number of cups of flour she needs(13) MINUS the number of cups of flour it takes to bake a birthday cake(5) DIVIDED by the number of dozens of cookies she makes(2)
%(thirdright)%	1970	845000	67.5	375	5	100000	20	4
%(thirdfirst)%	thirdleft	thirdleft	thirdleft	thirdleft	thirdright	thirdright	thirdright	thirdright
%(thirdsecond)%	thirdright	thirdright	thirdright	thirdright	thirdleft	thirdleft	thirdleft	thirdleft
%(fourthfirst)%	fourthleft	fourthleft	fourthleft	fourthleft	fourthright	fourthright	fourthright	fourthright
%(fourthsecond)%	fourthright	fourthright	fourthright	fourthright	fourthleft	fourthleft	fourthleft	fourthleft
%(hint3c3-1)%	"To compute the total cost start with 150 people, and substract the number of people included in the party package (3)."	"To compute the total donation start with the number of books she writes(18), and add the number of books already written(5)."	"To comput the total cost of your trips to the movies, start with 12 movies and substract the number of movies included in the membership(2)."	"To compute the new temperature in B-degrees, start with 100 degrees, and subtract the number of degrees you substract in the first step(15)"	"You need to compute the number of bunches of pansies she buys. This answer depends on: the total amount of money she budgets for her garden(65), the cost of a rose bush(30), the cost of a bunch of pansies(7). Can you figure the number of bunches of pansies she buys from these numbers?"	"The number of CDs she sells depends on the total amount she makes(50000), the amount she gets as an advance sum(25000), the amount of money she makes per CD(1/4). Can you figure out the total amount of money she makes from these numbers?"	"You need to compute number of events she attends. This answer depends on the total amount of money she budgets for the trip(480),  the cost of airfare and lodging(180), and the cost of a ticket to an event(15). Can you figure out the number of events she attends from these numbers?"	"You need to compute the number of dozens of cookies she bakes. This depends on: total number of cups of flour she needs(13), the number of cups of flour it takes to bake a birthday cake and the number of dozens of cookies she makes(2)."
%(hint3c3-2)%	Multiply that by the cost of each additional person(10).	Multiply that by the additional donation they will make for each book(15000). 	Multiply that by the cost of each additional movie(4.75). 	Multiply that by the amount you multiply in the second step(4). Last add the amount you add in the thir step(35).	"The number of bunches of pansies she buys is the result of: the total amount of money she budgets for her garden(65) MINUS the cost of a rose bush(30), DIVIDED by the cost of a bunch of pansies. Can you calculate this number?"	The number of CDs she sells is the product of two things: the total amouney she makes(50000) MINUS the amount she gets as an advance sum(25000) TIMES the amount of money she makes per CD(4)	The number of events she attends is the quotient of two things: total amount of money she budgets for the trip(480) MINUS the cost of airfare and lodging(180) DIVIDED by the cost of a ticket to an event(15).	The number of dozens of cookies she bakes is the quotient of two things: total number of cups of flour she needs(13) MINUS the number of cups of flour it takes to bake a birthday cake(5) DIVIDED by the number of dozens of cookies she makes(2). Can you figure out the number of dozens of cookies she bakes from these numbers?
%(hint3c3-3)%	Then add the cost of hiring the band(500).	Last add the initial donation(500000)	Last add the cost of joininig the club(20).	Last add the amount you add in the thir step(35).	The number of bunches of pansies she buys equals (65-30)/7.	The number of CDs she sells is equal to (50000-25000)*4. 	The number of events she attends is (480-180)/15.	The number of dozens of cookies she bakes is (13-5)/2.
%(fourthleft)%			20	212	100	200000	630	17
%(hint4c1-1)%			"For question 4, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 4, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 4, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 4, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	"For question 4, you have not yet entered a given value. Look at the question on the left, what do you already know from the question?"	What do you already know from the question?
%(hint4c1-2)%			A given value in this question represents the number of movies. Please type this given value into the correct place in the table.	A given value in this question represents the number of degrees. Please type this given value into the correct place in the table.	A given value in this question represents the total amount of money she budgets for her garden. Pleas etype this given value into the correct place in the table.	A given value in this question represents the total amount of money she makes. Please tyep this given value into the correct place in the table.	A given value in this question represents total amount of money she budgets for the trip. Please type this given value into the correct place in the table.	A given value in this question represents total number of cups of flours she needs. Please type this given value into the correct place in the table.
%(fourthmid)%			4.75(20-2)+20	4(212-15)+35	(100-30)/7	(200000-25000)*4	(630-180)/15	(17-5)/2
%(hint4c2-1)%			Write an arithmetic expression that shows the cost of joininig the club + the cost that depends on how many movies you see.	Write an arithmetic expression that shows the amount you addin the third step + the number that depends on the number of degrees Fahrenheit	Write a numercial expression that shows how to compute the number of bunches of pansies she buys when the total amount of money she budgets for her garden is 100.	Write a numerical expression that shows how to compute the number of CDs she sells when the total amount of money she makes is 200000.	Write a numerical expression that shows how to compute number of events she attends when total amount of money she budgets for the trip is 630.	Please write a numerical expression that shows how to compute number of dozens of cookies she bakes when total number of cups of flour she needs is 17.
%(hint4c2-2)%			The expression will be the cost of joining the club(20) + the cost of each additional movie(4.75) * (the number of movies(20) + the number of movies included in the membership(-2)).	The expression will be the amount you add in the third step(35) + the amount you multiply in the second step(4) times ( the number of degrees(212) + the number of degrees you subtract in the first step(-15)).	The number of bunches of pansies she buys is the quotient of two things: the amount of money she budgets for her garden(100) MINUS the cost of a rose bush(30) DIVIDED by the cost of a bunch of pansies(7)	The number of CDs she sells is the product of two things: the total amouney she makes(200000) MINUS the amount she gets as an advance sum(25000) TIMES the amount of money she makes per CD(4)	Number of events she attends is the quotient of two things: total amount of money she budgets for the trip(630) MINUS the cost of airfare and lodging(180) DIVIDED by the cost of a ticket to an event(15).	Number of dozens of cookies she bakes is the quotient of two things: total number of cups of flour she needs(17) MINUS the number of cups of flour it takes to bake a birthday cake(5) DIVIDED by the number of dozens of cookies she makes(2)
%(fourthright)%			105.5	823	10	700000	30	6
%(hint4c3-1)%			"To comput the total cost of your trips to the movies, start with 20 movies and substract the number of movies included in the membership(2)."	"To compute the new temperature in B-degrees, start with 212 degrees, and subtract the number of degrees you substract in the first step(15)"	"You need to compute the number of bunches of pansies she buys. This answer depends on: the total amount of money she budgets for her garden(65), the cost of a rose bush(30), the cost of a bunch of pansies(7). Can you figure the number of bunches of pansies she buys from these numbers?"	"You need to compute the number of CDs she sells. This answer depends on the total amount she makes, the amount she gets as an advance sum, the amount of money she makes per CD. Can you figure out the total amount of money she makes from these numbers?"	"You need to compute number of events she attends. This answer depends on the total amount of money she budgets for the trip(630),  the cost of airfare and lodging(180), and the cost of a ticket to an event(15). Can you figure out the number of events she attends from these numbers?"	"You need to compute the number of dozens of cookies she bakes. This depends on total number of cups of flour she needs(17), the number of cups of flour it takes to bake a birthday cake and the number of dozens of cookies she makes(2)."
%(hint4c3-2)%			Multiply that by the cost of each additional movie(4.75).	Multiply that by the amount you multiply in the second step(4).	"The number of bunches of pansies she buys is the result of: the total amount of money she budgets for her garden(65) MINUS the cost of a rose bush(30), DIVIDED by the cost of a bunch of pansies. Can you calculate this number?"	The number of CDs she sells is the product of two things: the total amouney she makes(200000) MINUS the amount she gets as an advance sum(25000) TIMES the amount of money she makes per CD(4).	The number of events she attends is the quotient of two things: total amount of money she budgets for the trip(650) MINUS the cost of airfare and lodging(180) DIVIDED by the cost of a ticket to an event(15).	The number of dozens of cookies she bakes is the quotient of two things: total number of cups of flour she needs(17) MINUS the number of cups of flour it takes to bake a birthday cake(5) DIVIDED by the number of dozens of cookies she makes(2). Can you figure out the number of dozens of cookies she bakes from these numbers?
%(hint4c3-3)%			Last add the cost of joininig the club(20).	Last add the amount you add in the thir step(35).	The number of bunches of pansies she buys equals (65-30)/7.	The number of CDs she sells is (200000-25000)*4.	The number of events she attends is (650-180)/15.	The number of dozens of cookies she bakes is (17-5)/2.
%(variable)%	x	x	x	x	x	x	x	x
%(variableField)%	fourthleft	fourthleft	fifthleft	fifthleft	fifthleft	fifthleft	fifthleft	fifthleft
%(hideRow)%	0	0	1	1	1	1	1	1
